id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_date
4418,Berton,windows,Organic,1/22/16,,,,,,
4419,Strark,ios web,Referral,1/8/16,1/9/16,1/11/16,Nissan,Altima,2014.0,1/11/16
4420,Strark,windows,Paid,1/1/16,1/24/16,,,,,
4421,Strark,android web,Referral,1/22/16,2/15/16,,,,,
4422,Berton,android web,Organic,1/26/16,2/25/16,3/2/16,Ford,Fusion Hybrid,2016.0,
4423,Strark,ios web,Paid,1/26/16,2/15/16,2/17/16,Kia,Optima,2015.0,
4424,Berton,android web,Referral,1/5/16,2/2/16,,,,,
4425,Strark,other,Paid,1/30/16,2/9/16,2/15/16,Mitsubishi,Outlander,2011.0,
4426,Strark,ios web,Paid,1/17/16,,,,,,
4427,Strark,other,Organic,1/17/16,1/26/16,,,,,
4428,Berton,android web,Organic,1/13/16,1/14/16,1/24/16,Nissan,Altima,2013.0,
4429,Berton,,Referral,1/7/16,1/7/16,1/13/16,Nissan,Altima,2015.0,1/27/16
4430,Strark,android web,Organic,1/15/16,,,,,,
4431,Strark,ios web,Paid,1/16/16,1/20/16,,,,,
4432,Strark,,Referral,1/7/16,,,,,,
4433,Strark,ios web,Referral,1/1/16,1/31/16,2/17/16,Lexus,IS,2002.0,
4434,Berton,ios web,Referral,1/16/16,1/18/16,1/19/16,Kia,Sportage,2012.0,1/30/16
4435,Wrouver,android web,Paid,1/17/16,,,,,,
4436,Strark,android web,Organic,1/6/16,,,,,,
4437,Wrouver,android web,Paid,1/1/16,,,,,,
4438,Strark,ios web,Referral,1/23/16,1/27/16,2/14/16,Honda,Accord,2015.0,
4439,Berton,windows,Paid,1/11/16,1/24/16,,,,,
4440,Strark,ios web,Organic,1/30/16,2/1/16,2/2/16,Volkswagen,Passat,2014.0,
4441,Wrouver,mac,Organic,1/4/16,2/17/16,,,,,
4442,Strark,android web,Referral,1/2/16,1/13/16,,,,,
4443,Strark,,Organic,1/25/16,2/5/16,,,,,
4444,Wrouver,ios web,Referral,1/7/16,1/11/16,1/27/16,Honda,Civic,2016.0,
4445,Strark,windows,Paid,1/1/16,,,,,,
4446,Berton,mac,Organic,1/1/16,1/8/16,,,,,
4447,Berton,ios web,Paid,1/30/16,2/28/16,,,,,
4448,Berton,android web,Paid,1/10/16,,,,,,
4449,Berton,,Referral,1/10/16,,,,,,
4450,Strark,,Referral,1/10/16,1/11/16,2/4/16,Toyota,Prius,2014.0,
4451,Wrouver,ios web,Referral,1/6/16,1/17/16,,,,,
4452,Strark,,Organic,1/2/16,,,,,,
4453,Berton,ios web,Referral,1/26/16,2/6/16,2/17/16,Ford,Focus,2014.0,2/17/16
4454,Strark,android web,Referral,1/27/16,,,,,,
4455,Strark,android web,Paid,1/22/16,,,,,,
4456,Berton,ios web,Paid,1/6/16,,,,,,
4457,Strark,ios web,Paid,1/26/16,2/12/16,,,,,
4458,Strark,ios web,Referral,1/29/16,,,,,,
4459,Strark,ios web,Paid,1/22/16,1/30/16,,,,,
4460,Berton,android web,Organic,1/1/16,1/3/16,,,,,
4461,Strark,ios web,Referral,1/25/16,1/27/16,2/16/16,Hyundai,Elantra,2012.0,
4462,Strark,other,Organic,1/20/16,1/22/16,1/26/16,Dodge,Journey,2012.0,2/10/16
4463,Strark,ios web,Referral,1/20/16,2/9/16,2/15/16,Honda,Pilot,2012.0,
4464,Strark,ios web,Paid,1/19/16,2/6/16,,,,,
4465,Strark,ios web,Referral,1/22/16,1/24/16,2/17/16,Buick,Verano,2014.0,
4466,Strark,android web,Paid,1/15/16,1/26/16,,,,,
4467,Berton,android web,Paid,1/25/16,2/15/16,,,,,
4468,Strark,ios web,Paid,1/7/16,1/7/16,1/7/16,Honda,Accord,2014.0,1/9/16
4469,Strark,,Organic,1/29/16,,,,,,
4470,Berton,ios web,Referral,1/4/16,2/10/16,,,,,
4471,Berton,ios web,Referral,1/10/16,2/2/16,,,,,
4472,Strark,ios web,Paid,1/20/16,1/28/16,,,,,
4473,Strark,ios web,Paid,1/18/16,2/4/16,2/29/16,Infiniti,G Sedan,2013.0,
4474,Berton,android web,Referral,1/15/16,1/15/16,1/16/16,Nissan,Altima,2012.0,
4475,Strark,ios web,Referral,1/21/16,1/21/16,2/6/16,Nissan,Altima,2015.0,2/9/16
4476,Berton,android web,Organic,1/20/16,1/28/16,,,,,
4477,Strark,android web,Referral,1/27/16,2/16/16,,,,,
4478,Strark,ios web,Organic,1/6/16,1/7/16,2/1/16,Honda,Accord,2012.0,
4479,Strark,,Referral,1/1/16,,,,,,
4480,Berton,ios web,Paid,1/10/16,1/25/16,,,,,
4481,Wrouver,ios web,Referral,1/6/16,1/23/16,2/7/16,Honda,Civic,2015.0,
4482,Strark,windows,Paid,1/2/16,2/10/16,,,,,
4483,Berton,mac,Paid,1/30/16,2/9/16,,,,,
4484,Berton,mac,Referral,1/29/16,2/1/16,,,,,
4485,Strark,ios web,Paid,1/20/16,1/29/16,2/12/16,Nissan,Versa,2015.0,
4486,Strark,android web,Organic,1/3/16,2/10/16,2/25/16,Dodge,Ram 1500,2007.0,
4487,Berton,android web,Paid,1/3/16,1/13/16,,,,,
4488,Wrouver,windows,Paid,1/12/16,1/12/16,,,,,1/28/16
4489,Berton,android web,Organic,1/19/16,1/30/16,,,,,
4490,Berton,android web,Paid,1/8/16,2/12/16,,,,,
4491,Berton,,Referral,1/11/16,,,,,,
4492,Strark,ios web,Organic,1/6/16,1/10/16,,,,,
4493,Strark,ios web,Organic,1/16/16,2/3/16,,,,,
4494,Berton,,Referral,1/8/16,,,,,,
4495,Berton,ios web,Paid,1/25/16,2/7/16,2/13/16,Honda,CR-V,2011.0,2/18/16
4496,Strark,android web,Referral,1/3/16,1/16/16,,,,,
4497,Strark,android web,Referral,1/4/16,2/1/16,,,,,
4498,Strark,android web,Paid,1/15/16,1/23/16,,,,,
4499,Strark,ios web,Referral,1/29/16,2/12/16,2/24/16,Nissan,Altima,2015.0,
4500,Strark,ios web,Paid,1/8/16,1/31/16,,,,,
4501,Strark,android web,Paid,1/19/16,1/25/16,,,,,
4502,Berton,ios web,Paid,1/2/16,1/19/16,,,,,
4503,Strark,ios web,Referral,1/29/16,2/7/16,,,,,
4504,Strark,windows,Organic,1/22/16,1/24/16,1/28/16,Audi,A4,2010.0,
4505,Strark,ios web,Referral,1/17/16,1/28/16,,,,,
4506,Strark,android web,Paid,1/3/16,1/10/16,,,,,
4507,Berton,,Referral,1/11/16,,,,,,
4508,Strark,ios web,Organic,1/28/16,1/30/16,1/30/16,Chevrolet,Malibu,2016.0,2/10/16
4509,Berton,android web,Paid,1/14/16,1/20/16,,,,,
4510,Strark,other,Paid,1/4/16,1/23/16,2/1/16,Chevrolet,Sonic,2014.0,
4511,Wrouver,ios web,Paid,1/3/16,,,,,,
4512,Berton,windows,Organic,1/30/16,2/17/16,,,,,
4513,Berton,,Referral,1/6/16,,,,,,
4514,Strark,android web,Referral,1/14/16,1/15/16,1/18/16,Nissan,Murano,2007.0,1/23/16
4515,Strark,ios web,Organic,1/5/16,1/5/16,,,,,
4516,Wrouver,,Organic,1/22/16,,,,,,
4517,Strark,,Referral,1/4/16,1/30/16,2/28/16,Kia,Optima,2013.0,
4518,Strark,ios web,Paid,1/5/16,1/17/16,2/3/16,Toyota,RAV4,2015.0,
4519,Strark,android web,Paid,1/14/16,1/30/16,,,,,
4520,Berton,ios web,Paid,1/21/16,1/26/16,2/1/16,BMW,3-series,2014.0,
4521,Strark,android web,Paid,1/2/16,1/17/16,,,,,
4522,Berton,ios web,Referral,1/22/16,1/29/16,1/29/16,Toyota,RAV4,2009.0,
4523,Strark,mac,Paid,1/9/16,,,,,,
4524,Strark,android web,Paid,1/1/16,,,,,,
4525,Berton,android web,Paid,1/4/16,1/5/16,1/5/16,Volkswagen,GTI,2012.0,
4526,Berton,,Organic,1/24/16,,,,,,
4527,Berton,ios web,Referral,1/15/16,1/15/16,1/20/16,Dodge,Avenger,2014.0,1/20/16
4528,Strark,windows,Paid,1/30/16,2/9/16,2/16/16,Lexus,ES,2005.0,2/22/16
4529,Berton,ios web,Paid,1/6/16,1/15/16,,,,,
4530,Berton,android web,Paid,1/6/16,1/6/16,,,,,
4531,Strark,android web,Paid,1/14/16,1/15/16,,,,,
4532,Strark,android web,Organic,1/28/16,2/1/16,,,,,
4533,Berton,ios web,Paid,1/28/16,1/28/16,1/29/16,Honda,Accord,2005.0,1/29/16
4534,Strark,ios web,Referral,1/20/16,1/21/16,1/25/16,Toyota,Camry,2011.0,1/26/16
4535,Berton,,Referral,1/3/16,,,,,,
4536,Wrouver,other,Organic,1/22/16,1/27/16,,,,,
4537,Strark,,Referral,1/9/16,,,,,,
4538,Berton,ios web,Organic,1/21/16,1/22/16,,,,,
4539,Strark,ios web,Paid,1/15/16,1/24/16,,,,,
4540,Berton,ios web,Referral,1/22/16,1/30/16,2/6/16,Mazda,MAZDA3,2012.0,
4541,Strark,ios web,Referral,1/4/16,1/5/16,,,,,
4542,Strark,android web,Paid,1/3/16,1/6/16,1/11/16,Kia,Optima,2013.0,1/18/16
4543,Strark,android web,Paid,1/1/16,1/16/16,,,,,
4544,Strark,android web,Referral,1/22/16,2/20/16,,,,,
4545,Strark,android web,Referral,1/7/16,,,,,,
4546,Strark,windows,Paid,1/9/16,1/12/16,,,,,
4547,Strark,windows,Organic,1/21/16,,,,,,
4548,Strark,other,Organic,1/28/16,,,,,,
4549,Berton,,Referral,1/10/16,,,,,,
4550,Strark,android web,Organic,1/29/16,1/31/16,1/31/16,Honda,Accord,1997.0,
4551,Berton,windows,Paid,1/6/16,,,,,,
4552,Strark,ios web,Organic,1/4/16,1/6/16,,,,,
4553,Strark,android web,Paid,1/23/16,2/13/16,,,,,
4554,Strark,ios web,Paid,1/1/16,,,,,,
4555,Berton,ios web,Referral,1/17/16,1/17/16,1/18/16,Toyota,Camry,2012.0,1/24/16
4556,Wrouver,ios web,Referral,1/2/16,1/21/16,,,,,
4557,Strark,other,Referral,1/12/16,1/13/16,,,,,
4558,Strark,android web,Referral,1/9/16,1/15/16,2/10/16,Toyota,Camry,2011.0,
4559,Berton,ios web,Paid,1/21/16,2/1/16,,,,,
4560,Strark,,Organic,1/29/16,,,,,,
4561,Strark,android web,Organic,1/24/16,1/26/16,1/26/16,Toyota,Corolla,2010.0,1/30/16
4562,Berton,android web,Organic,1/9/16,1/11/16,,,,,
4563,Wrouver,ios web,Organic,1/20/16,1/27/16,,,,,
4564,Berton,ios web,Organic,1/4/16,1/4/16,,,,,
4565,Berton,other,Organic,1/3/16,1/3/16,1/3/16,Mercedes-Benz,E-Class,2006.0,1/15/16
4566,Strark,android web,Paid,1/20/16,,,,,,
4567,Berton,ios web,Paid,1/28/16,,,,,,
4568,Berton,android web,Referral,1/1/16,1/1/16,,,,,
4569,Strark,ios web,Paid,1/23/16,1/25/16,,,,,
4570,Berton,android web,Organic,1/12/16,1/23/16,,,,,
4571,Berton,ios web,Referral,1/4/16,,,,,,
4572,Berton,windows,Organic,1/26/16,1/28/16,1/28/16,Honda,Pilot,2013.0,
4573,Berton,android web,Referral,1/17/16,1/20/16,,,,,
4574,Berton,windows,Referral,1/5/16,2/2/16,,,,,
4575,Berton,windows,Paid,1/1/16,1/10/16,,,,,
4576,Berton,,Referral,1/6/16,,,,,,
4577,Wrouver,mac,Organic,1/28/16,2/3/16,,,,,
4578,Berton,ios web,Paid,1/20/16,,,,,,
4579,Strark,ios web,Referral,1/1/16,1/5/16,1/5/16,Kia,Soul,2015.0,1/7/16
4580,Berton,,Referral,1/6/16,1/7/16,1/11/16,Chevrolet,Tahoe,2006.0,
4581,Berton,android web,Referral,1/14/16,1/19/16,,,,,1/22/16
4582,Strark,,Referral,1/3/16,,,,,,
4583,Berton,ios web,Organic,1/25/16,1/31/16,,,,,
4584,Strark,windows,Organic,1/23/16,1/23/16,1/26/16,Volkswagen,e-Golf,2015.0,1/30/16
4585,Strark,mac,Paid,1/15/16,2/4/16,,,,,
4586,Berton,windows,Paid,1/20/16,,,,,,
4587,Strark,mac,Referral,1/7/16,1/25/16,,,,,
4588,Strark,ios web,Organic,1/24/16,1/24/16,,,,,
4589,Berton,mac,Organic,1/27/16,2/6/16,2/6/16,Toyota,Prius V,2003.0,
4590,Berton,android web,Paid,1/14/16,,,,,,
4591,Strark,windows,Paid,1/4/16,1/4/16,,,,,
4592,Strark,ios web,Paid,1/5/16,1/7/16,,,,,
4593,Strark,,Referral,1/6/16,,,,,,
4594,Berton,ios web,Organic,1/10/16,2/21/16,2/23/16,Nissan,Pathfinder,2002.0,
4595,Berton,android web,Referral,1/7/16,1/12/16,,,,,
4596,Wrouver,ios web,Paid,1/23/16,,,,,,
4597,Strark,ios web,Paid,1/6/16,1/7/16,,,,,
4598,Berton,mac,Organic,1/20/16,1/25/16,2/1/16,Toyota,Prius V,2014.0,2/4/16
4599,Strark,ios web,Paid,1/17/16,1/26/16,,,,,
4600,Berton,ios web,Organic,1/12/16,1/26/16,2/6/16,Honda,Accord,2016.0,
4601,Berton,other,Paid,1/5/16,,,,,,
4602,Strark,,Referral,1/1/16,,,,,,
4603,Strark,mac,Referral,1/10/16,1/22/16,2/10/16,Volkswagen,Jetta SportWagen,2014.0,
4604,Berton,,Organic,1/13/16,,,,,,
4605,Strark,,Organic,1/2/16,1/3/16,,,,,
4606,Wrouver,android web,Paid,1/29/16,1/29/16,,,,,
4607,Strark,android web,Referral,1/30/16,2/1/16,2/29/16,Toyota,Camry,2009.0,
4608,Strark,ios web,Paid,1/7/16,1/15/16,,,,,
4609,Strark,other,Paid,1/13/16,,,,,,
4610,Wrouver,windows,Paid,1/15/16,2/14/16,,,,,
4611,Berton,windows,Paid,1/4/16,1/29/16,2/2/16,Acura,MDX,2012.0,
4612,Strark,other,Organic,1/21/16,1/21/16,,,,,
4613,Berton,ios web,Paid,1/4/16,1/23/16,,,,,
4614,Strark,mac,Organic,1/4/16,1/14/16,,,,,
4615,Berton,,Referral,1/24/16,1/26/16,,,,,
4616,Berton,ios web,Paid,1/21/16,,,,,,
4617,Strark,mac,Organic,1/1/16,1/4/16,,,,,
4618,Strark,android web,Referral,1/22/16,,,,,,
4619,Strark,mac,Paid,1/3/16,2/4/16,2/9/16,Lexus,RX,2008.0,
4620,Berton,ios web,Paid,1/13/16,,,,,,
4621,Berton,ios web,Paid,1/9/16,1/13/16,,,,,
4622,Wrouver,android web,Referral,1/15/16,,,,,,
4623,Berton,android web,Paid,1/6/16,1/25/16,,,,,
4624,Strark,windows,Paid,1/19/16,1/27/16,,,,,
4625,Strark,other,Paid,1/12/16,2/16/16,2/19/16,Nissan,Altima,2015.0,
4626,Wrouver,android web,Referral,1/16/16,1/18/16,1/19/16,Ford,Focus,2013.0,
4627,Strark,android web,Organic,1/8/16,1/13/16,,,,,
4628,Strark,mac,Referral,1/12/16,1/12/16,1/12/16,Toyota,Camry,2013.0,1/20/16
4629,Berton,ios web,Organic,1/7/16,2/2/16,,,,,
4630,Berton,ios web,Organic,1/13/16,1/16/16,1/19/16,Toyota,Corolla,2013.0,
4631,Strark,ios web,Referral,1/2/16,1/2/16,1/3/16,Nissan,Altima,2008.0,1/8/16
4632,Berton,,Referral,1/7/16,,,,,,
4633,Berton,android web,Referral,1/27/16,1/30/16,,,,,
4634,Strark,,Referral,1/11/16,,,,,,
4635,Strark,android web,Referral,1/16/16,1/19/16,1/28/16,BMW,5-series,2008.0,1/30/16
4636,Strark,,Referral,1/10/16,,,,,,
4637,Berton,,Organic,1/24/16,,,,,,
4638,Strark,android web,Organic,1/30/16,2/11/16,,,,,
4639,Strark,windows,Paid,1/2/16,,,,,,
4640,Berton,ios web,Paid,1/23/16,1/28/16,,,,,
4641,Strark,,Referral,1/27/16,,,,,,
4642,Wrouver,ios web,Paid,1/10/16,,,,,,
4643,Strark,android web,Referral,1/19/16,1/22/16,,,,,
4644,Strark,ios web,Paid,1/13/16,1/30/16,,,,,
4645,Strark,android web,Referral,1/17/16,1/21/16,1/26/16,Nissan,Sentra,2014.0,
4646,Strark,,Referral,1/10/16,,,,,,
4647,Berton,android web,Paid,1/25/16,,,,,,
4648,Berton,android web,Referral,1/30/16,2/9/16,,,,,
4649,Strark,android web,Paid,1/8/16,,,,,,
4650,Strark,android web,Paid,1/12/16,1/16/16,,,,,
4651,Wrouver,ios web,Paid,1/1/16,2/5/16,,,,,
4652,Strark,ios web,Paid,1/9/16,1/23/16,2/17/16,Acura,TLX,2003.0,
4653,Strark,android web,Paid,1/24/16,,,,,,
4654,Berton,android web,Referral,1/4/16,1/6/16,,,,,
4655,Strark,ios web,Referral,1/5/16,1/11/16,,,,,
4656,Berton,ios web,Referral,1/27/16,,,,,,
4657,Strark,android web,Referral,1/11/16,1/15/16,1/17/16,Hyundai,Sonata,2015.0,1/17/16
4658,Strark,ios web,Referral,1/25/16,1/28/16,,,,,
4659,Berton,,Organic,1/20/16,,,,,,
4660,Berton,ios web,Paid,1/1/16,,,,,,
4661,Berton,ios web,Paid,1/2/16,1/18/16,,,,,
4662,Strark,,Referral,1/5/16,2/19/16,,,,,
4663,Wrouver,windows,Paid,1/22/16,1/26/16,1/28/16,Nissan,Maxima,2014.0,1/29/16
4664,Berton,ios web,Paid,1/14/16,,,,,,
4665,Strark,other,Referral,1/26/16,,,,,,
4666,Strark,,Referral,1/9/16,,,,,,
4667,Strark,other,Referral,1/21/16,1/22/16,,,,,
4668,Berton,other,Paid,1/11/16,2/8/16,,,,,
4669,Berton,ios web,Paid,1/23/16,,,,,,
4670,Strark,mac,Organic,1/6/16,1/8/16,,,,,
4671,Wrouver,android web,Paid,1/15/16,2/1/16,,,,,
4672,Berton,,Organic,1/4/16,,,,,,
4673,Strark,windows,Organic,1/19/16,1/24/16,,,,,
4674,Strark,,Organic,1/20/16,1/21/16,,,,,
4675,Strark,android web,Referral,1/15/16,1/15/16,,,,,
4676,Berton,,Referral,1/3/16,1/3/16,1/5/16,Ford,Focus,2014.0,1/7/16
4677,Berton,ios web,Paid,1/16/16,,,,,,
4678,Berton,android web,Paid,1/2/16,1/6/16,,,,,
4679,Berton,other,Referral,1/15/16,1/16/16,1/17/16,Toyota,Prius V,2015.0,1/22/16
4680,Berton,android web,Paid,1/15/16,,,,,,
4681,Berton,ios web,Paid,1/26/16,1/28/16,2/12/16,Honda,Civic,2014.0,2/20/16
4682,Strark,android web,Paid,1/1/16,,,,,,
4683,Berton,android web,Referral,1/2/16,1/2/16,1/2/16,Volkswagen,Passat,2014.0,1/9/16
4684,Berton,android web,Organic,1/26/16,2/9/16,,,,,
4685,Berton,mac,Referral,1/10/16,1/14/16,1/23/16,Toyota,Prius V,2015.0,1/23/16
4686,Strark,android web,Paid,1/20/16,1/26/16,,,,,
4687,Wrouver,android web,Referral,1/5/16,1/5/16,,,,,
4688,Strark,mac,Referral,1/10/16,1/27/16,,,,,
4689,Strark,mac,Referral,1/8/16,1/8/16,1/17/16,Honda,Civic,2013.0,
4690,Strark,android web,Referral,1/3/16,1/3/16,1/10/16,Toyota,Camry,2015.0,1/11/16
4691,Berton,ios web,Referral,1/10/16,2/1/16,,,,,
4692,Berton,ios web,Referral,1/8/16,1/28/16,2/9/16,Chevrolet,Cruze,2012.0,
4693,Strark,android web,Organic,1/21/16,1/29/16,2/2/16,Hyundai,Accent,2014.0,
4694,Strark,android web,Paid,1/4/16,1/8/16,1/11/16,Jeep,Grand Cherokee,2012.0,1/30/16
4695,Strark,android web,Paid,1/28/16,2/21/16,,,,,
4696,Strark,other,Referral,1/20/16,1/21/16,,,,,
4697,Berton,other,Referral,1/30/16,2/1/16,,,,,
4698,Berton,ios web,Paid,1/14/16,,,,,,
4699,Berton,android web,Paid,1/12/16,1/16/16,,,,,
4700,Strark,android web,Referral,1/3/16,1/3/16,,,,,
4701,Berton,android web,Organic,1/8/16,1/14/16,,,,,1/15/16
4702,Strark,ios web,Paid,1/13/16,1/15/16,1/17/16,Toyota,Prius C,2016.0,
4703,Strark,ios web,Referral,1/3/16,2/8/16,,,,,
4704,Strark,ios web,Paid,1/16/16,,,,,,
4705,Berton,,Organic,1/30/16,2/9/16,,,,,
4706,Strark,ios web,Organic,1/8/16,1/21/16,,,,,
4707,Strark,mac,Organic,1/23/16,1/26/16,1/30/16,Ford,Focus,2014.0,2/10/16
4708,Strark,ios web,Paid,1/6/16,1/11/16,1/26/16,Mercedes-Benz,C-Class,2015.0,
4709,Strark,other,Organic,1/4/16,1/20/16,2/12/16,Chevrolet,Tahoe,2007.0,
4710,Berton,android web,Paid,1/9/16,,,,,,
4711,Strark,android web,Referral,1/10/16,1/12/16,1/12/16,Honda,Odyssey,2004.0,
4712,Strark,android web,Organic,1/1/16,1/23/16,,,,,
4713,Wrouver,windows,Organic,1/5/16,2/7/16,,,,,
4714,Strark,windows,Referral,1/21/16,1/23/16,,,,,
4715,Strark,ios web,Referral,1/4/16,1/5/16,1/5/16,Honda,CR-V,2007.0,1/5/16
4716,Strark,,Referral,1/6/16,1/6/16,1/6/16,Honda,Civic,2014.0,1/13/16
4717,Wrouver,ios web,Referral,1/5/16,1/6/16,1/11/16,Kia,Sorento,2014.0,1/17/16
4718,Strark,ios web,Paid,1/2/16,,,,,,
4719,Berton,ios web,Paid,1/20/16,,,,,,
4720,Berton,android web,Paid,1/21/16,2/2/16,,,,,
4721,Strark,mac,Organic,1/20/16,1/21/16,,,,,
4722,Strark,ios web,Referral,1/6/16,,,,,,
4723,Strark,,Organic,1/24/16,2/16/16,,,,,
4724,Strark,android web,Organic,1/26/16,,,,,,
4725,Strark,android web,Paid,1/4/16,1/6/16,,,,,
4726,Strark,android web,Paid,1/8/16,1/26/16,,,,,
4727,Berton,other,Organic,1/22/16,1/22/16,1/22/16,Lexus,RX,2008.0,2/7/16
4728,Strark,android web,Referral,1/25/16,2/14/16,,,,,
4729,Strark,ios web,Paid,1/26/16,2/9/16,,,,,
4730,Strark,android web,Referral,1/14/16,1/15/16,1/18/16,Toyota,Prius V,2010.0,1/21/16
4731,Berton,ios web,Paid,1/5/16,1/26/16,,,,,
4732,Strark,ios web,Paid,1/26/16,2/3/16,,,,,
4733,Strark,android web,Referral,1/15/16,1/30/16,,,,,
4734,Berton,ios web,Paid,1/25/16,,,,,,
4735,Strark,ios web,Organic,1/23/16,2/4/16,2/10/16,Honda,Crosstour,2012.0,
4736,Berton,android web,Referral,1/21/16,1/21/16,1/21/16,Scion,xB,2009.0,1/29/16
4737,Wrouver,android web,Paid,1/12/16,1/31/16,2/14/16,Subaru,Outback,2008.0,
4738,Wrouver,ios web,Referral,1/25/16,2/10/16,,,,,
4739,Berton,ios web,Organic,1/28/16,2/8/16,,,,,
4740,Strark,android web,Organic,1/4/16,1/28/16,1/31/16,Nissan,Sentra,2015.0,
4741,Strark,windows,Organic,1/11/16,1/24/16,,,,,
4742,Strark,mac,Paid,1/21/16,,,,,,
4743,Wrouver,ios web,Paid,1/21/16,2/8/16,,,,,
4744,Strark,ios web,Paid,1/9/16,2/4/16,2/5/16,Toyota,Highlander,2008.0,
4745,Strark,ios web,Paid,1/2/16,1/7/16,,,,,
4746,Strark,other,Paid,1/7/16,,,,,,
4747,Strark,ios web,Paid,1/14/16,1/24/16,,,,,
4748,Berton,,Referral,1/5/16,1/16/16,,,,,
4749,Strark,mac,Paid,1/30/16,,,,,,
4750,Strark,ios web,Paid,1/30/16,2/3/16,2/14/16,Nissan,Rogue,2011.0,
4751,Berton,ios web,Paid,1/18/16,2/4/16,2/17/16,Toyota,Camry,2014.0,
4752,Berton,ios web,Paid,1/8/16,1/9/16,1/9/16,Ford,Fusion,2013.0,1/30/16
4753,Strark,windows,Organic,1/11/16,1/15/16,,,,,
4754,Strark,android web,Paid,1/22/16,1/30/16,2/14/16,Toyota,Camry,2007.0,2/19/16
4755,Berton,android web,Referral,1/11/16,1/23/16,,,,,
4756,Berton,ios web,Paid,1/29/16,2/6/16,2/8/16,Kia,Optima,2015.0,2/12/16
4757,Strark,ios web,Organic,1/22/16,2/15/16,,,,,2/15/16
4758,Berton,android web,Paid,1/17/16,1/17/16,1/22/16,Kia,Forte,2014.0,
4759,Berton,ios web,Referral,1/4/16,1/15/16,,,,,
4760,Berton,android web,Referral,1/26/16,1/31/16,,,,,
4761,Berton,android web,Paid,1/14/16,1/16/16,,,,,
4762,Strark,mac,Paid,1/13/16,,,,,,
4763,Strark,ios web,Paid,1/21/16,,,,,,
4764,Berton,ios web,Paid,1/13/16,,,,,,
4765,Strark,android web,Organic,1/25/16,1/25/16,,,,,
4766,Strark,ios web,Paid,1/13/16,2/1/16,,,,,
4767,Strark,android web,Organic,1/14/16,1/20/16,,,,,
4768,Strark,ios web,Paid,1/9/16,1/12/16,1/31/16,Mercedes-Benz,S-Class,2003.0,
4769,Strark,ios web,Paid,1/19/16,2/12/16,,,,,
4770,Strark,mac,Paid,1/26/16,1/26/16,1/26/16,Toyota,Camry,2015.0,2/7/16
4771,Berton,mac,Organic,1/15/16,1/29/16,1/31/16,Toyota,Prius V,2013.0,
4772,Strark,windows,Referral,1/24/16,1/27/16,2/21/16,Toyota,Prius V,2007.0,2/21/16
4773,Strark,ios web,Referral,1/7/16,1/25/16,,,,,
4774,Berton,ios web,Organic,1/26/16,1/27/16,,,,,
4775,Wrouver,,Organic,1/6/16,,,,,,
4776,Strark,ios web,Referral,1/3/16,1/9/16,,,,,
4777,Berton,android web,Referral,1/9/16,1/30/16,2/6/16,Toyota,Camry,2014.0,
4778,Strark,ios web,Organic,1/15/16,,,,,,
4779,Strark,windows,Paid,1/22/16,,,,,,
4780,Berton,mac,Paid,1/2/16,2/23/16,2/24/16,Ford,Escape,2009.0,
4781,Wrouver,windows,Paid,1/30/16,1/31/16,,,,,
4782,Strark,android web,Paid,1/1/16,1/3/16,1/4/16,Toyota,Camry,2005.0,1/6/16
4783,Strark,,Referral,1/1/16,1/1/16,,,,,
4784,Strark,ios web,Paid,1/1/16,2/22/16,,,,,
4785,Wrouver,,Organic,1/24/16,1/29/16,,,,,
4786,Strark,ios web,Organic,1/22/16,2/20/16,2/22/16,Nissan,Altima,2012.0,
4787,Strark,ios web,Referral,1/5/16,2/7/16,2/18/16,Honda,Accord,2016.0,
4788,Berton,ios web,Paid,1/1/16,1/22/16,,,,,
4789,Strark,ios web,Referral,1/25/16,1/28/16,,,,,
4790,Berton,android web,Paid,1/24/16,1/29/16,,,,,
4791,Strark,ios web,Paid,1/18/16,1/19/16,,,,,
4792,Strark,android web,Paid,1/4/16,,,,,,
4793,Wrouver,windows,Organic,1/2/16,1/5/16,1/5/16,Chrysler,Sebring,2010.0,1/9/16
4794,Strark,ios web,Referral,1/1/16,2/1/16,2/1/16,Nissan,Versa,2015.0,
4795,Wrouver,,Organic,1/29/16,,,,,,
4796,Berton,android web,Paid,1/2/16,,,,,,
4797,Berton,windows,Organic,1/21/16,2/18/16,,,,,
4798,Berton,android web,Paid,1/17/16,1/20/16,,,,,
4799,Strark,ios web,Referral,1/4/16,1/19/16,,,,,
4800,Berton,android web,Paid,1/30/16,1/30/16,,,,,
4801,Berton,windows,Organic,1/5/16,1/25/16,2/5/16,Toyota,Prius,2010.0,
4802,Berton,android web,Paid,1/7/16,,,,,,
4803,Berton,android web,Paid,1/5/16,1/5/16,,,,,
4804,Wrouver,android web,Paid,1/7/16,2/4/16,,,,,
4805,Berton,android web,Paid,1/17/16,,,,,,
4806,Strark,android web,Referral,1/8/16,1/16/16,1/26/16,Nissan,Rogue,2010.0,
4807,Berton,ios web,Referral,1/11/16,1/28/16,,,,,
4808,Strark,ios web,Organic,1/15/16,1/16/16,1/16/16,Nissan,Sentra,2015.0,
4809,Strark,android web,Organic,1/6/16,1/21/16,,,,,
